id,name,variant,price,brand,image_name,image_url,category
211004-19678_1001,Bleistiftrock mit Karomuster,schwarz patch,59.99,gerry weber,bleistiftrock-mit-karomuster-01.jpg,https://pic.gerryweber.com/static/i/11_211004-19678_1001_01/pdmain/bleistiftrock-mit-karomuster-01.jpg,Röcke
260031-19090_5000,Ärmellose Bluse mit Stehkragen,grün gemustert,59.99,gerry weber,aermellose-bluse-mit-stehkragen-01.jpg,https://pic.gerryweber.com/static/i/11_260031-19090_5000_01/pdmain/aermellose-bluse-mit-stehkragen-01.jpg,Oberteile
272059-19545_99700,Struktur-Pullover mit Schößchen,off-white,69.99,gerry weber,struktur-pullover-mit-schoesschen-01.jpg,https://pic.gerryweber.com/static/i/11_272059-19545_99700_01/pdmain/struktur-pullover-mit-schoesschen-01.jpg,Oberteile
281025-19674_6006,Jacquard-Kleid mit dreiviertel Arm,"rot, orange streifen",89.99,gerry weber,jacquard-kleid-mit-34-arm-01.jpg,https://pic.gerryweber.com/static/i/11_281025-19674_6006_01/pdmain/jacquard-kleid-mit-34-arm-01.jpg,Kleider
311011-19678_11000,Bleistiftrock aus Jersey,schwarz,49.99,gerry weber,bleistiftrock-aus-jersey-01.jpg,https://pic.gerryweber.com/static/i/11_311011-19678_11000_01/pdmain/bleistiftrock-aus-jersey-01.jpg,Röcke
320032-19090_50857,siebenachtel Hose Boyfriend TS,olive branch,89.99,gerry weber,78-hose-boyfriend-ts-01.jpg,https://pic.gerryweber.com/static/i/11_320032-19090_50857_01/pdmain/78-hose-boyfriend-ts-01.jpg,Hosen
320035-19117_11000,Stretchhose Super Skinny Low,schwarz,89.99,gerry weber,stretchhose-super-skinny-low-01.jpg,https://pic.gerryweber.com/static/i/11_320035-19117_11000_01/pdmain/stretchhose-super-skinny-low-01.jpg,Hosen
320035-19117_99700,Stretchhose Super Skinny Low,off-white,89.99,gerry weber,stretchhose-super-skinny-low-01.jpg,https://pic.gerryweber.com/static/i/11_320035-19117_99700_01/pdmain/stretchhose-super-skinny-low-01.jpg,Hosen
320039-19125_83500,Jeans Skinny TS,blue denim,89.99,gerry weber,jeans-skinny-ts-01.jpg,https://pic.gerryweber.com/static/i/11_320039-19125_83500_01/pdmain/jeans-skinny-ts-01.jpg,Hosen
320111-19094_2010,Lässige siebenachtel Lounge Pants TS,carbon grey,99.99,gerry weber,laessige-78-lounge-pants-ts-01.jpg,https://pic.gerryweber.com/static/i/11_320111-19094_2010_01/pdmain/laessige-78-lounge-pants-ts-01.jpg,Hosen
330025-19091_8042,Blazer mit Stretch-Komfort,"blau, gelb ringel",79.99,gerry weber,blazer-mit-stretch-komfort-01.jpg,https://pic.gerryweber.com/static/i/11_330025-19091_8042_01/pdmain/blazer-mit-stretch-komfort-01.jpg,Jacken
330061-19096_81000,Taillierter Blazer,marine,129.99,gerry weber,taillierter-blazer-01.jpg,https://pic.gerryweber.com/static/i/11_330061-19096_81000_01/pdmain/taillierter-blazer-01.jpg,Jacken
331001-19657_11000,Offene Shirtjacke,schwarz,49.99,gerry weber,offene-shirtjacke-01.jpg,https://pic.gerryweber.com/static/i/11_331001-19657_11000_01/pdmain/offene-shirtjacke-01.jpg,Jacken
331001-19657_81000,Offene Shirtjacke,marine,49.99,gerry weber,offene-shirtjacke-01.jpg,https://pic.gerryweber.com/static/i/11_331001-19657_81000_01/pdmain/offene-shirtjacke-01.jpg,Jacken
331001-19657_9700,Offene Shirtjacke,offwhite,19.99,gerry weber,offene-shirtjacke-01.jpg,https://pic.gerryweber.com/static/i/11_331001-19657_9700_01/pdmain/offene-shirtjacke-01.jpg,Jacken
360047-19111_99700,Blusenshirt mit Wellen-Design,off-white,59.99,gerry weber,blusenshirt-mit-wellen-design-01.jpg,https://pic.gerryweber.com/static/i/11_360047-19111_99700_01/pdmain/blusenshirt-mit-wellen-design-01.jpg,Oberteile
360099-19106_3032,Blusenshirt,"lila, pink ringel",49.99,gerry weber,blusenshirt-01.jpg,https://pic.gerryweber.com/static/i/11_360099-19106_3032_01/pdmain/blusenshirt-01.jpg,Oberteile
371027-19654_99700,Blusenshirt mit Volant,off-white,39.99,gerry weber,blusenshirt-mit-volant-01.jpg,https://pic.gerryweber.com/static/i/11_371027-19654_99700_01/pdmain/blusenshirt-mit-volant-01.jpg,Oberteile
371037-19670_1103,Langarmshirt mit Ringel-Struktur,black ringel,39.99,gerry weber,langarmshirt-mit-ringel-struktur-01.jpg,https://pic.gerryweber.com/static/i/11_371037-19670_1103_01/pdmain/langarmshirt-mit-ringel-struktur-01.jpg,Oberteile
371037-19670_8104,Langarmshirt mit Ringel-Struktur,"navy, offwhite ringel",59.99,gerry weber,langarmshirt-mit-ringel-struktur-01.jpg,https://pic.gerryweber.com/static/i/11_371037-19670_8104_01/pdmain/langarmshirt-mit-ringel-struktur-01.jpg,Oberteile
371067-19692_99700,Kurzarmshirt mit Jacquardmuster,off-white,49.99,gerry weber,kurzarmshirt-mit-jacquardmuster-01.jpg,https://pic.gerryweber.com/static/i/11_371067-19692_99700_01/pdmain/kurzarmshirt-mit-jacquardmuster-01.jpg,Oberteile
371097-19694_8102,dreiviertel Arm Shirt mit Allover-Punkte-Print,navy gemustert,29.99,gerry weber,34-arm-shirt-mit-allover-punkte-print-01.jpg,https://pic.gerryweber.com/static/i/11_371097-19694_8102_01/pdmain/34-arm-shirt-mit-allover-punkte-print-01.jpg,Oberteile
381042-19669_1102,Slinkykleid mit Floral-Print,black gemustert,89.99,gerry weber,slinkykleid-mit-floral-print-01.jpg,https://pic.gerryweber.com/static/i/11_381042-19669_1102_01/pdmain/slinkykleid-mit-floral-print-01.jpg,Kleider
420014-19101_83500,Jeans Boyfriend TS,blue denim,89.99,gerry weber,jeans-boyfriend-ts-01.jpg,https://pic.gerryweber.com/static/i/11_420014-19101_83500_01/pdmain/jeans-boyfriend-ts-01.jpg,Hosen
420018-19095_1100,Jeans mit Saumaufschlag Skinny TS,black,79.99,gerry weber,jeans-mit-saumaufschlag-skinny-ts-01.jpg,https://pic.gerryweber.com/static/i/11_420018-19095_1100_01/pdmain/jeans-mit-saumaufschlag-skinny-ts-01.jpg,Hosen
420018-19095_85300,Jeans mit Saumaufschlag Skinny TS,blue denim,79.99,gerry weber,jeans-mit-saumaufschlag-skinny-ts-01.jpg,https://pic.gerryweber.com/static/i/11_420018-19095_85300_01/pdmain/jeans-mit-saumaufschlag-skinny-ts-01.jpg,Hosen
471059-19674_6012,Langarmshirt mit Animal-Print,ruby wine gemustert,29.99,gerry weber,langarmshirt-mit-animal-print-01.jpg,https://pic.gerryweber.com/static/i/11_471059-19674_6012_01/pdmain/langarmshirt-mit-animal-print-01.jpg,Oberteile
471060-19676_1100,dreiviertel Arm Shirt mit Chiffon,black,49.99,gerry weber,34-arm-shirt-mit-chiffon-01.jpg,https://pic.gerryweber.com/static/i/11_471060-19676_1100_01/pdmain/34-arm-shirt-mit-chiffon-01.jpg,Oberteile
471060-19676_9700,dreiviertel Arm Shirt mit Chiffon,offwhite,49.99,gerry weber,34-arm-shirt-mit-chiffon-01.jpg,https://pic.gerryweber.com/static/i/11_471060-19676_9700_01/pdmain/34-arm-shirt-mit-chiffon-01.jpg,Oberteile
471062-19675_8052,dreiviertel Arm Shirt mit Allover-Print,cobalt blue gemustert,29.99,gerry weber,34-arm-shirt-mit-allover-print-01.jpg,https://pic.gerryweber.com/static/i/11_471062-19675_8052_01/pdmain/34-arm-shirt-mit-allover-print-01.jpg,Oberteile
471068-19677_9032,Longsleeve mit Animal-Print,light camel gemustert,29.99,gerry weber,longsleeve-mit-animal-print-01.jpg,https://pic.gerryweber.com/static/i/11_471068-19677_9032_01/pdmain/longsleeve-mit-animal-print-01.jpg,Sonstiges
471137-19685_9700,Elastisches Spitzenshirt,offwhite,39.99,gerry weber,elastisches-spitzenshirt-01.jpg,https://pic.gerryweber.com/static/i/11_471137-19685_9700_01/pdmain/elastisches-spitzenshirt-01.jpg,Oberteile
510014-19900_1100,Bleistiftrock mit Stretchkomfort,black,59.99,gerry weber,bleistiftrock-mit-stretchkomfort-01.jpg,https://pic.gerryweber.com/static/i/11_510014-19900_1100_01/pdmain/bleistiftrock-mit-stretchkomfort-01.jpg,Röcke
510014-19900_8100,Bleistiftrock mit Stretchkomfort,marine,59.99,gerry weber,bleistiftrock-mit-stretchkomfort-01.jpg,https://pic.gerryweber.com/static/i/11_510014-19900_8100_01/pdmain/bleistiftrock-mit-stretchkomfort-01.jpg,Röcke
510015-19800_11000,Bleistiftrock,schwarz,59.99,gerry weber,bleistiftrock-01.jpg,https://pic.gerryweber.com/static/i/11_510015-19800_11000_01/pdmain/bleistiftrock-01.jpg,Röcke
510015-19800_81000,Bleistiftrock,marine,59.99,gerry weber,bleistiftrock-01.jpg,https://pic.gerryweber.com/static/i/11_510015-19800_81000_01/pdmain/bleistiftrock-01.jpg,Röcke
520027-19900_1100,Stretchhose Skinny Low,black,89.99,gerry weber,stretchhose-skinny-low-01.jpg,https://pic.gerryweber.com/static/i/11_520027-19900_1100_01/pdmain/stretchhose-skinny-low-01.jpg,Hosen
520027-19900_8100,Stretchhose Skinny Low,marine,89.99,gerry weber,stretchhose-skinny-low-01.jpg,https://pic.gerryweber.com/static/i/11_520027-19900_8100_01/pdmain/stretchhose-skinny-low-01.jpg,Hosen
520028-19900_1100,Businesshose Straight,black,89.99,gerry weber,businesshose-straight-01.jpg,https://pic.gerryweber.com/static/i/11_520028-19900_1100_01/pdmain/businesshose-straight-01.jpg,Hosen
520028-19900_8100,Businesshose Straight,marine,89.99,gerry weber,businesshose-straight-01.jpg,https://pic.gerryweber.com/static/i/11_520028-19900_8100_01/pdmain/businesshose-straight-01.jpg,Hosen
520035-19850_11000,Stretchhose Skinny High,schwarz,89.99,gerry weber,stretchhose-skinny-high-01.jpg,https://pic.gerryweber.com/static/i/11_520035-19850_11000_01/pdmain/stretchhose-skinny-high-01.jpg,Hosen
520035-19850_81000,Stretchhose Skinny High,marine,89.99,gerry weber,stretchhose-skinny-high-01.jpg,https://pic.gerryweber.com/static/i/11_520035-19850_81000_01/pdmain/stretchhose-skinny-high-01.jpg,Hosen
530024-19900_1100,Klassischer Blazer,black,139.99,gerry weber,klassischer-blazer-01.jpg,https://pic.gerryweber.com/static/i/11_530024-19900_1100_01/pdmain/klassischer-blazer-01.jpg,Jacken
530024-19900_8100,Klassischer Blazer,marine,139.99,gerry weber,klassischer-blazer-01.jpg,https://pic.gerryweber.com/static/i/11_530024-19900_8100_01/pdmain/klassischer-blazer-01.jpg,Jacken
530025-19900_1100,Kurzblazer mit Reißverschluss,black,119.99,gerry weber,kurzblazer-mit-reissverschluss-01.jpg,https://pic.gerryweber.com/static/i/11_530025-19900_1100_01/pdmain/kurzblazer-mit-reissverschluss-01.jpg,Jacken
530025-19900_8100,Kurzblazer mit Reißverschluss,marine,119.99,gerry weber,kurzblazer-mit-reissverschluss-01.jpg,https://pic.gerryweber.com/static/i/11_530025-19900_8100_01/pdmain/kurzblazer-mit-reissverschluss-01.jpg,Jacken
560041-19040_9700,Baumwoll-Bluse mit Glitzer-Knopfleiste,offwhite,59.99,gerry weber,baumwoll-bluse-mit-glitzer-knopfleiste-01.jpg,https://pic.gerryweber.com/static/i/11_560041-19040_9700_01/pdmain/baumwoll-bluse-mit-glitzer-knopfleiste-01.jpg,Oberteile
571111-19611_1100,Basic-Shirt mit halbem Arm,black,25.99,gerry weber,basic-shirt-mit-halbem-arm-01.jpg,https://pic.gerryweber.com/static/i/11_571111-19611_1100_01/pdmain/basic-shirt-mit-halbem-arm-01.jpg,Oberteile
571111-19611_9700,Basic-Shirt mit halbem Arm,offwhite,25.99,gerry weber,basic-shirt-mit-halbem-arm-01.jpg,https://pic.gerryweber.com/static/i/11_571111-19611_9700_01/pdmain/basic-shirt-mit-halbem-arm-01.jpg,Oberteile
580020-19900_1100,Figurbetontes Kleid mit dreiviertel Arm,black,99.99,gerry weber,figurbetontes-kleid-mit-34-arm-01.jpg,https://pic.gerryweber.com/static/i/11_580020-19900_1100_01/pdmain/figurbetontes-kleid-mit-34-arm-01.jpg,Kleider
580020-19900_8100,Figurbetontes Kleid mit dreiviertel Arm,marine,99.99,gerry weber,figurbetontes-kleid-mit-34-arm-01.jpg,https://pic.gerryweber.com/static/i/11_580020-19900_8100_01/pdmain/figurbetontes-kleid-mit-34-arm-01.jpg,Kleider
632991-19541_1100,"Lange, offene Strickjacke mit Taschen",black,59.99,gerry weber,lange-offene-strickjacke-mit-taschen-01.jpg,https://pic.gerryweber.com/static/i/11_632991-19541_1100_01/pdmain/lange-offene-strickjacke-mit-taschen-01.jpg,Oberteile
632991-19541_8100,"Lange, offene Strickjacke mit Taschen",navy,79.99,gerry weber,lange-offene-strickjacke-mit-taschen-01.jpg,https://pic.gerryweber.com/static/i/11_632991-19541_8100_01/pdmain/lange-offene-strickjacke-mit-taschen-01.jpg,Oberteile
671082-19620_1100,Blusenshirt mit Satin-Front,black,39.99,gerry weber,blusenshirt-mit-satin-front-01.jpg,https://pic.gerryweber.com/static/i/11_671082-19620_1100_01/pdmain/blusenshirt-mit-satin-front-01.jpg,Oberteile
671082-19620_9700,Blusenshirt mit Satin-Front,offwhite,39.99,gerry weber,blusenshirt-mit-satin-front-01.jpg,https://pic.gerryweber.com/static/i/11_671082-19620_9700_01/pdmain/blusenshirt-mit-satin-front-01.jpg,Oberteile
682099-19547_1102,Strickkleid mit Jacquardmuster,black gemustert,89.99,gerry weber,strickkleid-mit-jacquardmuster-01.jpg,https://pic.gerryweber.com/static/i/11_682099-19547_1102_01/pdmain/strickkleid-mit-jacquardmuster-01.jpg,Kleider
700002-13001_8342,Tuch mit Quasten,glacier blue gemustert,29.99,gerry weber,tuch-mit-quasten-01.jpg,https://pic.gerryweber.com/static/i/11_700002-13001_8342_01/pdmain/tuch-mit-quasten-01.jpg,Sonstiges
700003-13100_5300,Softer Uni-Schal,vibrant green,29.99,gerry weber,softer-uni-schal-01.jpg,https://pic.gerryweber.com/static/i/11_700003-13100_5300_01/pdmain/softer-uni-schal-01.jpg,Sonstiges
700005-13102_8382,Tuch mit Quasten,indigo gemustert,29.99,gerry weber,tuch-mit-quasten-01.jpg,https://pic.gerryweber.com/static/i/11_700005-13102_8382_01/pdmain/tuch-mit-quasten-01.jpg,Sonstiges
700006-13103_5312,Leichter Schal mit exotischem Print,botanical green gemustert,29.99,gerry weber,leichter-schal-mit-exotischem-print-01.jpg,https://pic.gerryweber.com/static/i/11_700006-13103_5312_01/pdmain/leichter-schal-mit-exotischem-print-01.jpg,Sonstiges
700007-13104_5312,Leichtes Tuch mit Zebra-Print,botanical green gemustert,19.99,gerry weber,leichtes-tuch-mit-zebra-print-01.jpg,https://pic.gerryweber.com/static/i/11_700007-13104_5312_01/pdmain/leichtes-tuch-mit-zebra-print-01.jpg,Sonstiges
700013-13109_9702,Weiches Tuch mit Quasten,offwhite gemustert,29.99,gerry weber,weiches-tuch-mit-quasten-01.jpg,https://pic.gerryweber.com/static/i/11_700013-13109_9702_01/pdmain/weiches-tuch-mit-quasten-01.jpg,Sonstiges
700014-13110_9032,Schal mit exotischem Print,biscuit gemustert,35.99,gerry weber,schal-mit-exotischem-print-01.jpg,https://pic.gerryweber.com/static/i/11_700014-13110_9032_01/pdmain/schal-mit-exotischem-print-01.jpg,Sonstiges
700016-13201_8422,Tuch mit frsichem Print,blue curacao gemustert,35.99,gerry weber,tuch-mit-frsichem-print-01.jpg,https://pic.gerryweber.com/static/i/11_700016-13201_8422_01/pdmain/tuch-mit-frsichem-print-01.jpg,Sonstiges
700022-13206_6372,Schal aus Baumwoll-Voile,papaya gemustert,35.99,gerry weber,schal-aus-baumwoll-voile-01.jpg,https://pic.gerryweber.com/static/i/11_700022-13206_6372_01/pdmain/schal-aus-baumwoll-voile-01.jpg,Sonstiges
710003-11056_8380,Rock mit Tunnelzug,indigo,49.99,gerry weber,rock-mit-tunnelzug-01.jpg,https://pic.gerryweber.com/static/i/11_710003-11056_8380_01/pdmain/rock-mit-tunnelzug-01.jpg,Röcke
710010-11039_6360,Plisséerock in Midi-Länge,watermelon,89.99,gerry weber,plisserock-in-midi-laenge-02.jpg,https://pic.gerryweber.com/static/i/11_710010-11039_6360_02/pdmain/plisserock-in-midi-laenge-02.jpg,Röcke
710013-11999_8382,Plisséerock in Midilänge,indigo gemustert,59.99,gerry weber,plisserock-in-midilaenge-01.jpg,https://pic.gerryweber.com/static/i/11_710013-11999_8382_01/pdmain/plisserock-in-midilaenge-01.jpg,Röcke
710015-11075_5310,Rock mit Paperbag-Bund,botanical green,59.99,gerry weber,rock-mit-paperbag-bund-01.jpg,https://pic.gerryweber.com/static/i/11_710015-11075_5310_01/pdmain/rock-mit-paperbag-bund-01.jpg,Röcke
710017-11038_9702,Rock im asymmetrischen Volants,offwhite gemustert,79.99,gerry weber,rock-im-asymmetrischen-volants-01.jpg,https://pic.gerryweber.com/static/i/11_710017-11038_9702_01/pdmain/rock-im-asymmetrischen-volants-01.jpg,Röcke
710019-11006_9702,Wickelrock mit buntem Palmenblätter-Print,offwhite gemustert,89.99,gerry weber,wickelrock-mit-buntem-palmenblaetter-print-01.jpg,https://pic.gerryweber.com/static/i/11_710019-11006_9702_01/pdmain/wickelrock-mit-buntem-palmenblaetter-print-01.jpg,Röcke
710027-11154_8972,Jeansrock mit Print,blue denim gemustert,69.99,gerry weber,jeansrock-mit-print-01.jpg,https://pic.gerryweber.com/static/i/11_710027-11154_8972_01/pdmain/jeansrock-mit-print-01.jpg,Röcke
710028-11155_3210,Minirock mit Knopfleiste,lavender,69.99,gerry weber,minirock-mit-knopfleiste-01.jpg,https://pic.gerryweber.com/static/i/11_710028-11155_3210_01/pdmain/minirock-mit-knopfleiste-01.jpg,Röcke
711001-16106_2081,Plisseerock in A-Linie,anthra melange,59.99,gerry weber,plisseerock-in-a-linie-01.jpg,https://pic.gerryweber.com/static/i/11_711001-16106_2081_01/pdmain/plisseerock-in-a-linie-01.jpg,Röcke
711004-16250_9700,Rock mit Häkelspitze,offwhite,89.99,gerry weber,rock-mit-haekelspitze-01.jpg,https://pic.gerryweber.com/static/i/11_711004-16250_9700_01/pdmain/rock-mit-haekelspitze-01.jpg,Röcke
720001-11051_1100,Loungepants in Leder-Optik,black,69.99,gerry weber,loungepants-in-leder-optik-01.jpg,https://pic.gerryweber.com/static/i/11_720001-11051_1100_01/pdmain/loungepants-in-leder-optik-01.jpg,Hosen
720005-11056_8380,siebenachtel Loungepants High,indigo,79.99,gerry weber,78-loungepants-high-01.jpg,https://pic.gerryweber.com/static/i/11_720005-11056_8380_01/pdmain/78-loungepants-high-01.jpg,Hosen
720008-11066_8989,Bootcut-Jeans Flared TS,dark blue denim,69.99,gerry weber,bootcut-jeans-flared-ts-01.jpg,https://pic.gerryweber.com/static/i/11_720008-11066_8989_01/pdmain/bootcut-jeans-flared-ts-01.jpg,Schuhe
720009-11066_8989,Jeans Slim Boyfriend TS,dark blue denim,89.99,gerry weber,jeans-slim-boyfriend-ts-01.jpg,https://pic.gerryweber.com/static/i/11_720009-11066_8989_01/pdmain/jeans-slim-boyfriend-ts-01.jpg,Hosen
720013-11070_5310,Lässige Hose mit Cold dye Loungepants TS Organic Cotton,botanical green,99.99,gerry weber,laessige-hose-mit-cold-dye-loungepants-ts-organic-cotton-01.jpg,https://pic.gerryweber.com/static/i/11_720013-11070_5310_01/pdmain/laessige-hose-mit-cold-dye-loungepants-ts-organic-cotton-01.jpg,Hosen
720016-19747_81000,"Baumwoll-Chino mit Stretch, Chino",marine,89.99,gerry weber,baumwoll-chino-mit-stretch-chino-02.jpg,https://pic.gerryweber.com/static/i/11_720016-19747_81000_02/pdmain/baumwoll-chino-mit-stretch-chino-02.jpg,Hosen
720019-11075_5310,Cargohose,botanical green,99.99,gerry weber,cargohose-01.jpg,https://pic.gerryweber.com/static/i/11_720019-11075_5310_01/pdmain/cargohose-01.jpg,Hosen
720020-11071_9700,siebenachtel Hose Straight mit hohem Bund,offwhite,89.99,gerry weber,78-hose-straight-mit-hohem-bund-01.jpg,https://pic.gerryweber.com/static/i/11_720020-11071_9700_01/pdmain/78-hose-straight-mit-hohem-bund-01.jpg,Hosen
720026-11091_8972,Jeans Boyfriend TS mit Blumenmuster,blue denim gemustert,99.99,gerry weber,jeans-boyfriend-ts-mit-blumenmuster-01.jpg,https://pic.gerryweber.com/static/i/11_720026-11091_8972_01/pdmain/jeans-boyfriend-ts-mit-blumenmuster-01.jpg,Hosen
720029-11066_8979,Jeans Straight TS Organic Cotton,blue denim,89.99,gerry weber,jeans-straight-ts-organic-cotton-01.jpg,https://pic.gerryweber.com/static/i/11_720029-11066_8979_01/pdmain/jeans-straight-ts-organic-cotton-01.jpg,Hosen
720031-11083_3200,Chino TS mit Dekotuch,flushed rose,89.99,gerry weber,chino-ts-mit-dekotuch-01.jpg,https://pic.gerryweber.com/static/i/11_720031-11083_3200_01/pdmain/chino-ts-mit-dekotuch-01.jpg,Hosen
720031-11083_4140,Chino TS mit Dekotuch,fresh lemon,89.99,gerry weber,chino-ts-mit-dekotuch-01.jpg,https://pic.gerryweber.com/static/i/11_720031-11083_4140_01/pdmain/chino-ts-mit-dekotuch-01.jpg,Hosen
720031-11083_5310,Chino TS mit Dekotuch,botanical green,89.99,gerry weber,chino-ts-mit-dekotuch-01.jpg,https://pic.gerryweber.com/static/i/11_720031-11083_5310_01/pdmain/chino-ts-mit-dekotuch-01.jpg,Hosen
720031-11083_6360,Chino TS mit Dekotuch,watermelon,89.99,gerry weber,chino-ts-mit-dekotuch-01.jpg,https://pic.gerryweber.com/static/i/11_720031-11083_6360_01/pdmain/chino-ts-mit-dekotuch-01.jpg,Hosen
720031-11083_8370,Chino TS mit Dekotuch,blue heaven,89.99,gerry weber,chino-ts-mit-dekotuch-01.jpg,https://pic.gerryweber.com/static/i/11_720031-11083_8370_01/pdmain/chino-ts-mit-dekotuch-01.jpg,Hosen
720032-11063_8102,siebenachtel Hose mit Vichy-Karo Slim Peg Leg,navy gemustert,69.99,gerry weber,78-hose-mit-vichy-karo-slim-peg-leg-01.jpg,https://pic.gerryweber.com/static/i/11_720032-11063_8102_01/pdmain/78-hose-mit-vichy-karo-slim-peg-leg-01.jpg,Hosen
720033-11062_6360,Bundfaltenhose Straight in dreiviertel Länge,watermelon,89.99,gerry weber,bundfaltenhose-straight-in-34-laenge-01.jpg,https://pic.gerryweber.com/static/i/11_720033-11062_6360_01/pdmain/bundfaltenhose-straight-in-34-laenge-01.jpg,Hosen
720036-11084_8380,Beschichtete Hose Super Skinny TS,indigo,79.99,gerry weber,beschichtete-hose-super-skinny-ts-01.jpg,https://pic.gerryweber.com/static/i/11_720036-11084_8380_01/pdmain/beschichtete-hose-super-skinny-ts-01.jpg,Hosen
720037-11085_9702,siebenachtel Hose mit Blumen-Print Slim Peg Leg,offwhite gemustert,99.99,gerry weber,78-hose-mit-blumen-print-slim-peg-leg-01.jpg,https://pic.gerryweber.com/static/i/11_720037-11085_9702_01/pdmain/78-hose-mit-blumen-print-slim-peg-leg-01.jpg,Hosen
720040-11100_8422,Palazzohose mit Print EcoVero,blue curacao gemustert,79.99,gerry weber,palazzohose-mit-print-ecovero-01.jpg,https://pic.gerryweber.com/static/i/11_720040-11100_8422_01/pdmain/palazzohose-mit-print-ecovero-01.jpg,Hosen
720041-11151_9700,siebenachtel Hose aus reinem Leinen,offwhite,89.99,gerry weber,78-hose-aus-reinem-leinen-01.jpg,https://pic.gerryweber.com/static/i/11_720041-11151_9700_01/pdmain/78-hose-aus-reinem-leinen-01.jpg,Hosen
720047-11152_8430,Bermuda aus Leinen Shorts High,blue lagoon,69.99,gerry weber,bermuda-aus-leinen-shorts-high-02.jpg,https://pic.gerryweber.com/static/i/11_720047-11152_8430_02/pdmain/bermuda-aus-leinen-shorts-high-02.jpg,Hosen
720048-11152_8430,Leinenhose in siebenachtel Länge,blue lagoon,89.99,gerry weber,leinenhose-in-78-laenge-01.jpg,https://pic.gerryweber.com/static/i/11_720048-11152_8430_01/pdmain/leinenhose-in-78-laenge-01.jpg,Hosen
720051-11154_8972,Skinny Jeans mit Print,blue denim gemustert,99.99,gerry weber,skinny-jeans-mit-print-01.jpg,https://pic.gerryweber.com/static/i/11_720051-11154_8972_01/pdmain/skinny-jeans-mit-print-01.jpg,Hosen
720052-11155_3210,Skinny Jeans mit Fransenkanten,lavender,89.99,gerry weber,skinny-jeans-mit-fransenkanten-01.jpg,https://pic.gerryweber.com/static/i/11_720052-11155_3210_01/pdmain/skinny-jeans-mit-fransenkanten-01.jpg,Hosen
720058-11163_9290,Caprijeans mit Kontrastnähten,ecru,79.99,gerry weber,caprijeans-mit-kontrastnaehten-01.jpg,https://pic.gerryweber.com/static/i/11_720058-11163_9290_01/pdmain/caprijeans-mit-kontrastnaehten-01.jpg,Hosen
720059-11163_9290,Jeans Overall mit Kontraststepp,ecru,119.99,gerry weber,jeans-overall-mit-kontraststepp-02.jpg,https://pic.gerryweber.com/static/i/11_720059-11163_9290_02/pdmain/jeans-overall-mit-kontraststepp-02.jpg,Hosen
720060-11168_3210,siebenachtel Chino mit Knopfleiste,lavender,89.99,gerry weber,78-chino-mit-knopfleiste-01.jpg,https://pic.gerryweber.com/static/i/11_720060-11168_3210_01/pdmain/78-chino-mit-knopfleiste-01.jpg,Hosen
720060-11168_4160,siebenachtel Chino mit Knopfleiste,summer sun,89.99,gerry weber,78-chino-mit-knopfleiste-01.jpg,https://pic.gerryweber.com/static/i/11_720060-11168_4160_01/pdmain/78-chino-mit-knopfleiste-01.jpg,Hosen
720060-11168_6370,siebenachtel Chino mit Knopfleiste,papaya,89.99,gerry weber,78-chino-mit-knopfleiste-02.jpg,https://pic.gerryweber.com/static/i/11_720060-11168_6370_02/pdmain/78-chino-mit-knopfleiste-02.jpg,Hosen
720060-11168_8420,siebenachtel Chino mit Knopfleiste,blue curacao,89.99,gerry weber,78-chino-mit-knopfleiste-01.jpg,https://pic.gerryweber.com/static/i/11_720060-11168_8420_01/pdmain/78-chino-mit-knopfleiste-01.jpg,Hosen
720060-11168_8430,siebenachtel Chino mit Knopfleiste,blue lagoon,89.99,gerry weber,78-chino-mit-knopfleiste-01.jpg,https://pic.gerryweber.com/static/i/11_720060-11168_8430_01/pdmain/78-chino-mit-knopfleiste-01.jpg,Hosen
720060-11168_9280,siebenachtel Chino mit Knopfleiste,warm sand,89.99,gerry weber,78-chino-mit-knopfleiste-01.jpg,https://pic.gerryweber.com/static/i/11_720060-11168_9280_01/pdmain/78-chino-mit-knopfleiste-01.jpg,Hosen
720061-11168_9700,Chino-Bermuda aus Baumwolle Shorts TS,offwhite,69.99,gerry weber,chino-bermuda-aus-baumwolle-shorts-ts-01.jpg,https://pic.gerryweber.com/static/i/11_720061-11168_9700_01/pdmain/chino-bermuda-aus-baumwolle-shorts-ts-01.jpg,Hosen
720064-11166_9700,Skinny Jeans in knöchelfreier Länge,offwhite,79.99,gerry weber,skinny-jeans-in-knoechelfreier-laenge-01.jpg,https://pic.gerryweber.com/static/i/11_720064-11166_9700_01/pdmain/skinny-jeans-in-knoechelfreier-laenge-01.jpg,Hosen
720065-11100_8422,Fließender Jumpsuit mit Print EcoVero,blue curacao gemustert,119.99,gerry weber,fliessender-jumpsuit-mit-print-ecovero-01.jpg,https://pic.gerryweber.com/static/i/11_720065-11100_8422_01/pdmain/fliessender-jumpsuit-mit-print-ecovero-01.jpg,Sonstiges
720073-11152_8420,Overall aus reinem Leinen,blue curacao,119.99,gerry weber,overall-aus-reinem-leinen-01.jpg,https://pic.gerryweber.com/static/i/11_720073-11152_8420_01/pdmain/overall-aus-reinem-leinen-01.jpg,Sonstiges
